Datetime,Close
2025-06-20 09:30:00-04:00,1.0
2025-06-20 09:35:00-04:00,1.000010295268945
2025-06-20 09:40:00-04:00,0.9993894210742892
2025-06-20 09:45:00-04:00,0.9977233560176636
2025-06-20 09:50:00-04:00,0.9966470898653814
2025-06-20 09:55:00-04:00,0.9948258378406716
2025-06-20 10:00:00-04:00,0.9949524759648104
2025-06-20 10:05:00-04:00,0.9937700990651201
2025-06-20 10:10:00-04:00,0.9943911627432533
2025-06-20 10:15:00-04:00,0.9952708082070347
2025-06-20 10:20:00-04:00,0.9930251763538516
2025-06-20 10:25:00-04:00,0.9926112812778007
2025-06-20 10:30:00-04:00,0.9933356766123386
2025-06-20 10:35:00-04:00,0.9940807256459255
2025-06-20 10:40:00-04:00,0.9941635299255993
2025-06-20 10:45:00-04:00,0.9945248749172194
2025-06-20 10:50:00-04:00,0.9932011433433033
2025-06-20 10:55:00-04:00,0.9932942428919221
2025-06-20 11:00:00-04:00,0.9914315571467957
2025-06-20 11:05:00-04:00,0.9927975435361975
2025-06-20 11:10:00-04:00,0.9934287761609574
2025-06-20 11:15:00-04:00,0.9939565508069943
2025-06-20 11:20:00-04:00,0.9937910054088058
2025-06-20 11:25:00-04:00,0.9931700680529909
2025-06-20 11:30:00-04:00,0.9938242913396892
2025-06-20 11:35:00-04:00,0.995094841217583
2025-06-20 11:40:00-04:00,0.9950534706583256
2025-06-20 11:45:00-04:00,0.9952604497769306
2025-06-20 11:50:00-04:00,0.9936059432124335
2025-06-20 11:55:00-04:00,0.9934908635804229
2025-06-20 12:00:00-04:00,0.9934598514512697
2025-06-20 12:05:00-04:00,0.9937495716883894
2025-06-20 12:10:00-04:00,0.9930045226548024
2025-06-20 12:15:00-04:00,0.9931442351388898
2025-06-20 12:20:00-04:00,0.992963088934386
2025-06-20 12:25:00-04:00,0.9929424352353369
2025-06-20 12:30:00-04:00,0.993501222010527
2025-06-20 12:35:00-04:00,0.9937702885485976
2025-06-20 12:40:00-04:00,0.9936461137096665
2025-06-20 12:45:00-04:00,0.9934391345910615
2025-06-20 12:50:00-04:00,0.9945360544423928
2025-06-20 12:55:00-04:00,0.9938530928282714
2025-06-20 13:00:00-04:00,0.9933770471715959
2025-06-20 13:05:00-04:00,0.9940600087857172
2025-06-20 13:10:00-04:00,0.9950121000990683
2025-06-20 13:15:00-04:00,0.9941447079001662
2025-06-20 13:20:00-04:00,0.9934391345910615
2025-06-20 13:25:00-04:00,0.9910796863290513
2025-06-20 13:30:00-04:00,0.9908106829521399
2025-06-20 13:35:00-04:00,0.9899413959184628
2025-06-20 13:40:00-04:00,0.9905622701131185
2025-06-20 13:45:00-04:00,0.9897654920901702
2025-06-20 13:50:00-04:00,0.990282908306103
2025-06-20 13:55:00-04:00,0.9904174415751382
2025-06-20 14:00:00-04:00,0.9910525901917667
2025-06-20 14:05:00-04:00,0.9912866654476563
2025-06-20 14:10:00-04:00,0.9900860981341246
2025-06-20 14:15:00-04:00,0.9907692492317235
2025-06-20 14:20:00-04:00,0.990831336651189
2025-06-20 14:25:00-04:00,0.990820978221085
2025-06-20 14:30:00-04:00,0.9907707019383843
